heart	kidney	liver
ENSCATG00000040973	1.151716	1.43282	1.455570526
ENSCATG00000040974	2.848924	3.400287	3.514032602
ENSCATG00000040975	2.026871	2.45244	1.235512631
ENSCATG00000040976	3.208399	4.503945	0.262796221
ENSCATG00000040977	4.817511	5.403667	3.486207088
ENSCATG00000040978	3.971957	4.776025	3.710712776
ENSCATG00000040979	2.565095	3.120163	0.885321334
ENSCATG00000040980	4.211723	2.912582	1.705214453
ENSCATG00000040981	4.18289	5.614154	2.929527426
ENSCATG00000040982	0.6725928	0.2362612	0.203990428
ENSCATG00000040983	0.2803886	0.320413	0.175937151
ENSCATG00000040984	5.611049	6.902728	5.364969119
ENSCATG00000040985	0.06965172	0.3973408	0
ENSCATG00000040986	6.935007	7.630847	6.081439338
ENSCATG00000040987	0.8996992	0.07525906	0.174765609
ENSCATG00000040988	0	0.1485151	0
ENSCATG00000040989	4.3394	5.141584	3.918941451
ENSCATG00000040990	3.822832	3.935893	2.971527
ENSCATG00000040991	3.361214	3.952268	3.362649425
ENSCATG00000040992	1.078007	1.716681	1.24484323
ENSCATG00000040993	4.018508	3.451529	1.513458405
ENSCATG00000040994	3.805561	6.340779	7.508373188
ENSCATG00000040995	5.682582	5.800861	5.112758507
ENSCATG00000040996	4.728413	5.112934	4.753283616
ENSCATG00000040997	0.2305437	1.463056	1.020101046
ENSCATG00000040998	1.453533	4.88998	0.10234786
ENSCATG00000040999	5.863374	6.181703	5.769007353
ENSCATG00000041000	6.145852	6.661593	6.536627687
ENSCATG00000041001	3.29029	2.993329	2.488098233
ENSCATG00000041002	0.4009346	1.087001	0.059816949
ENSCATG00000041003	3.560166	3.484216	1.339852283
ENSCATG00000041004	4.313239	5.132622	4.275536038
ENSCATG00000041005	7.14037	7.596264	6.636782656
ENSCATG00000041006	4.864721	6.275584	5.164428295
ENSCATG00000041007	6.174289	6.428561	4.997536299
ENSCATG00000041008	1.826502	3.144839	1.820873332
ENSCATG00000041009	4.586621	5.134533	4.240848562
ENSCATG00000041010	0.2005069	0.7647894	0.203961621
ENSCATG00000041011	7.93509	8.456646	8.281911486
ENSCATG00000041012	6.927076	6.182429	5.238219375
ENSCATG00000041013	2.17786	2.108826	2.159816453
ENSCATG00000041014	6.367169	6.899651	6.095394428
ENSCATG00000041015	3.571003	3.753825	3.914209546
ENSCATG00000041016	3.225298	3.690057	3.290031532
ENSCATG00000041017	1.197488	1.310084	0.938614008
ENSCATG00000041018	5.502695	5.49257	8.35174554
ENSCATG00000041019	1.191022	0	0.077371673
ENSCATG00000041020	5.167302	5.379458	4.357946053
ENSCATG00000041021	0.4342754	0.9767889	0.240077372
ENSCATG00000041022	2.83193	1.458975	3.22945872
ENSCATG00000041023	4.099783	4.511088	5.581962786
ENSCATG00000041024	5.774294	5.660387	3.705719188
ENSCATG00000041025	1.201616	1.385001	0.803524639
ENSCATG00000041026	5.544124	5.936111	4.5901331
ENSCATG00000041028	5.235479	5.061364	2.034099478
ENSCATG00000041029	5.745474	5.540486	4.858717079
ENSCATG00000041030	0.1466969	0.1304374	0.285088491
ENSCATG00000041031	0.790053	0.9405662	0.146139044
ENSCATG00000041032	6.285549	6.328708	5.64714821
ENSCATG00000041033	0.03545894	0.5762919	0.105233268
ENSCATG00000041034	8.285462	5.952231	5.668643924
ENSCATG00000041035	2.339799	1.495874	2.629566451
ENSCATG00000041036	0.6186972	3.37857	0.584415135
ENSCATG00000041038	7.134633	7.247837	6.368785807
ENSCATG00000041039	2.482686	3.725054	1.405790913
ENSCATG00000041040	4.107077	4.868282	3.742469783
ENSCATG00000041041	6.923173	7.985768	8.757433348
ENSCATG00000041042	0.9164895	4.882947	0.708010614
ENSCATG00000041044	0.0478382	0	0
ENSCATG00000041045	4.926218	6.195064	4.536544079
ENSCATG00000041046	3.665995	4.19101	3.103324741
ENSCATG00000041047	3.558002	1.836582	0
ENSCATG00000041048	1.794291	2.481335	5.212756083
ENSCATG00000041049	6.269774	6.921295	6.249134696
ENSCATG00000041051	0.54461	0.3967744	0.238636469
ENSCATG00000041053	3.899417	4.506551	3.274108064
ENSCATG00000041054	6.271613	6.591777	6.779922861
ENSCATG00000041055	0	0.4762355	0
ENSCATG00000041056	1.092837	1.104716	0.187776613
ENSCATG00000041057	1.550994	2.070439	1.524725679
ENSCATG00000041058	9.305615	8.589133	8.072333616
ENSCATG00000041059	1.732669	1.930779	1.428710565
ENSCATG00000041060	8.526776	7.197255	6.293459142
ENSCATG00000041061	3.841744	4.496196	4.866308131
ENSCATG00000041062	10.94586	10.84308	10.142113844
ENSCATG00000041063	5.76394	5.6838	4.891953779
ENSCATG00000041064	8.10281	8.09207	7.491332029
ENSCATG00000041065	2.609627	2.973301	1.138749605
ENSCATG00000041066	0.2602039	0.9603909	0.310559999
ENSCATG00000041067	0.07107424	0	0.206273126
ENSCATG00000041068	8.62338	7.343417	6.397342636
ENSCATG00000041069	3.79834	3.87352	2.323608433
ENSCATG00000041072	1.947935	1.998824	1.617035125
ENSCATG00000041073	5.408203	5.490299	4.172633922
ENSCATG00000041074	8.611455	5.250088	4.359297173
ENSCATG00000041075	4.700368	5.102469	4.366217287
ENSCATG00000041076	4.301053	3.495695	3.234703639
ENSCATG00000041077	0.5284013	5.288676	6.53836123
ENSCATG00000041078	6.327919	6.546987	5.541713066
ENSCATG00000041079	0.02438181	0.2462816	0
ENSCATG00000041081	3.874823	4.585265	3.604067764
ENSCATG00000041082	4.072721	5.088922	3.817311151
ENSCATG00000041083	4.45806	4.315023	5.823517553
ENSCATG00000041085	2.287245	2.2176	0.581391743
ENSCATG00000041087	5.283935	5.230049	4.558579898
ENSCATG00000041088	4.180625	3.846904	3.758633641
ENSCATG00000041089	6.326453	7.014933	6.237250695
ENSCATG00000041090	0	0	0.025191558
ENSCATG00000041091	0.3398249	0.3129474	0.141256237
ENSCATG00000041092	6.171708	6.198893	5.775928643
ENSCATG00000041093	5.003617	5.391187	3.849040479
ENSCATG00000041094	2.971501	2.240679	0.142940489
ENSCATG00000041095	7.21351	7.259255	6.768701352
ENSCATG00000041096	0.8065154	2.854612	1.058108649
ENSCATG00000041097	4.635544	4.720235	4.131054383
ENSCATG00000041098	0.5639325	0.6934235	0.179531433
ENSCATG00000041099	0	0.3154712	0
ENSCATG00000041100	5.817384	5.673231	5.618942591
ENSCATG00000041101	0.1262865	0.2279838	0
ENSCATG00000041102	3.513164	3.877358	3.557567549
ENSCATG00000041103	4.990688	5.491552	4.807946306
ENSCATG00000041104	1.888484	2.323321	1.330850925
ENSCATG00000041105	9.066278	6.048278	3.119041705
ENSCATG00000041106	4.593271	4.856689	4.532086821
ENSCATG00000041107	0.2053883	0.3291636	6.346602907
ENSCATG00000041108	1.20513	1.625687	0.253059835
ENSCATG00000041109	4.671741	5.144785	3.961123206
ENSCATG00000041110	2.09022	3.286782	2.171386192
ENSCATG00000041111	3.471018	4.371475	4.209227196
ENSCATG00000041112	3.337434	4.137323	3.708132044
ENSCATG00000041113	0	0.09837199	0
ENSCATG00000041114	0.8620847	0.2926263	0.388693221
ENSCATG00000041115	2.352552	2.079224	1.518373991
ENSCATG00000041116	1.933233	3.000521	1.83936909
ENSCATG00000041117	0.08897888	0	0
ENSCATG00000041118	4.923363	6.325451	6.133643664
ENSCATG00000041119	2.42851	3.424729	0.825853996
ENSCATG00000041120	2.61041	2.869783	2.382518134
ENSCATG00000041121	5.167158	5.851082	4.806139403
ENSCATG00000041122	0.05234564	0	0.15416321
ENSCATG00000041124	2.841655	2.029958	0.593588982
ENSCATG00000041125	6.840329	7.675273	6.454173754
ENSCATG00000041126	0.1294918	3.348611	0.157458991
ENSCATG00000041127	6.547731	6.292397	5.402439776
ENSCATG00000041128	5.281308	4.85444	3.701610046
ENSCATG00000041129	3.938641	5.104777	4.153340843
ENSCATG00000041130	1.533992	2.821292	2.931698184
ENSCATG00000041131	1.258882	1.412614	1.580883531
ENSCATG00000041132	6.144722	6.372004	5.124121726
ENSCATG00000041133	0.02259181	0.07916918	0
ENSCATG00000041134	4.690898	4.840585	4.32562387
ENSCATG00000041135	0.1589354	0.1152389	0.050752985
ENSCATG00000041136	3.562613	4.943204	0.207569302
ENSCATG00000041137	3.445438	5.629572	2.832512131
ENSCATG00000041138	1.384967	1.643358	1.220670465
ENSCATG00000041139	5.238396	5.610798	3.415422016
ENSCATG00000041140	5.926898	6.149595	6.470367662
ENSCATG00000041141	5.143869	5.826503	5.733534395
ENSCATG00000041142	3.076657	4.625393	3.229623298
ENSCATG00000041143	6.980042	5.605216	4.008755783
ENSCATG00000041144	4.164754	4.547771	3.670113481
ENSCATG00000041145	6.691168	3.850469	3.345786662
ENSCATG00000041146	5.099064	5.337519	4.888406215
ENSCATG00000041147	0.8432386	1.774152	0.331002326
ENSCATG00000041148	7.853503	7.603708	6.968424884
ENSCATG00000041149	2.492246	3.862523	2.93744647
ENSCATG00000041150	2.324894	1.565661	1.610917348
ENSCATG00000041151	2.668804	0.1656714	0.033633448
ENSCATG00000041152	1.787253	2.237334	1.10882551
ENSCATG00000041153	0.2554318	1.686401	1.283412153
ENSCATG00000041154	0.5678637	0	0.596064016
ENSCATG00000041155	4.841803	5.305048	4.485951641
ENSCATG00000041157	5.952704	5.732424	4.245923814
ENSCATG00000041158	0.808871	1.194295	0.579998795
ENSCATG00000041159	0.02347992	0.1088091	0.024302656
ENSCATG00000041160	4.979842	5.907359	5.166132948
ENSCATG00000041161	0.9796032	1.866275	0.966431206
ENSCATG00000041163	2.249488	9.375259	3.244660608
ENSCATG00000041164	4.154524	4.894105	3.020372407
ENSCATG00000041165	3.243831	3.971031	3.226232603
ENSCATG00000041167	3.930629	4.977944	7.579178639
ENSCATG00000041168	1.452698	1.355016	1.086293275
ENSCATG00000041169	3.977426	4.507087	3.476468147
ENSCATG00000041170	4.343607	4.454281	4.118467708
ENSCATG00000041171	4.286452	3.957237	3.27029271
ENSCATG00000041172	2.212881	2.199248	0.14532921
ENSCATG00000041173	1.129837	1.457883	0.778113515
ENSCATG00000041174	6.53305	7.401086	6.74290923
ENSCATG00000041175	6.117471	6.402217	4.94658125
ENSCATG00000041176	5.140566	5.852566	3.166781313
ENSCATG00000041177	5.418175	6.393435	5.183924338
ENSCATG00000041179	8.438924	8.681308	7.293626785
ENSCATG00000041180	4.543177	5.715893	6.135532818
ENSCATG00000041181	5.622483	5.788488	4.905066357
ENSCATG00000041182	0.169054	0.4413826	0.862892514
ENSCATG00000041183	0.03292883	1.078784	0
ENSCATG00000041184	2.96745	2.110421	3.258980905
ENSCATG00000041185	4.80089	6.33864	3.673807404
ENSCATG00000041186	0.2306322	6.69354	7.049267435
ENSCATG00000041187	1.36224	1.292063	2.827001943
ENSCATG00000041188	6.616667	6.161752	4.971276556
ENSCATG00000041189	2.924241	2.856659	3.576401203
ENSCATG00000041190	0.07614641	1.665547	0.407225038
ENSCATG00000041191	5.848058	6.680769	5.078348527
ENSCATG00000041192	2.469308	2.660883	2.187998889
ENSCATG00000041193	6.046878	6.382158	5.463472386
ENSCATG00000041194	6.432139	6.451966	5.873793516
ENSCATG00000041195	0.1401517	0.08726268	0.046006379
ENSCATG00000041196	0.04142285	0.1947981	0.321853073
ENSCATG00000041197	4.825661	5.121216	5.161615036
ENSCATG00000041198	2.900567	3.197941	3.362879424
ENSCATG00000041199	0	1.501439	0
ENSCATG00000041200	4.387822	5.410729	3.797219922
ENSCATG00000041201	0.2444024	0.7203617	0
ENSCATG00000041202	1.870669	1.477929	2.238200126
ENSCATG00000041203	4.271739	4.965955	3.353886425
ENSCATG00000041204	1.362947	2.239288	1.054841533
ENSCATG00000041205	1.210565	0.9629719	1.247345458
ENSCATG00000041206	5.542103	4.806968	3.685413194
ENSCATG00000041208	5.339525	5.993901	3.517337432
ENSCATG00000041209	5.029789	5.189447	4.065555079
ENSCATG00000041210	6.07358	6.303717	6.071288585
ENSCATG00000041211	0.7314448	0.80954	4.411811478
ENSCATG00000041212	0.5767243	6.114494	0.758673292
ENSCATG00000041213	0	0.07203114	0
ENSCATG00000041214	4.419073	3.977161	3.048128049
ENSCATG00000041215	0.9521285	5.170422	2.108832199
ENSCATG00000041216	4.219243	4.580393	3.675985477
ENSCATG00000041217	0.1861722	0.8469153	0.203679782
ENSCATG00000041218	3.388088	3.638445	4.004510381
ENSCATG00000041219	6.42653	6.637004	5.898157552
ENSCATG00000041220	0.7514731	1.204091	1.193450057
ENSCATG00000041221	3.34693	2.889191	1.454333844
ENSCATG00000041222	4.610446	4.269347	4.096346199
ENSCATG00000041223	6.534304	6.721057	6.936458916
ENSCATG00000041224	10.04009	5.60545	1.521210832
ENSCATG00000041225	5.458317	3.849791	3.037013857
ENSCATG00000041226	4.263487	3.809502	2.468304395
ENSCATG00000041227	5.89608	7.041867	6.482716008
ENSCATG00000041228	5.024564	5.478719	2.276806313
ENSCATG00000041229	0.3693247	0	0
ENSCATG00000041232	6.090807	4.119032	3.201850249
ENSCATG00000041234	4.21183	4.552034	3.430424316
ENSCATG00000041235	2.10294	1.581837	1.486116065
ENSCATG00000041236	6.615428	7.416147	6.310186063
ENSCATG00000041237	1.337728	0.2991473	0
ENSCATG00000041238	4.812116	4.904812	4.45571912
ENSCATG00000041239	9.483376	8.832036	8.798390924
ENSCATG00000041240	2.564265	3.411032	2.287247688
ENSCATG00000041241	2.412756	2.406724	0.719619798
ENSCATG00000041242	4.36328	5.306591	4.31816714
ENSCATG00000041243	3.167184	3.855229	2.399873583
ENSCATG00000041245	3.797511	5.672356	5.940796793
ENSCATG00000041246	0	0	0.145146576
ENSCATG00000041247	1.422933	1.592904	1.284981926
ENSCATG00000041248	6.050284	4.776494	0
ENSCATG00000041249	5.777446	6.060752	1.370118454
ENSCATG00000041250	5.41224	4.965784	4.012032256
ENSCATG00000041251	7.354529	7.440824	6.698130808
ENSCATG00000041252	3.19796	4.360933	1.265022752
ENSCATG00000041253	2.551587	3.266014	2.440962826
ENSCATG00000041254	5.440042	6.496499	6.779903168
ENSCATG00000041255	0.02405055	5.500808	1.147163399
ENSCATG00000041256	2.78595	3.041236	3.167064027
ENSCATG00000041257	6.103036	6.557291	5.522455957
ENSCATG00000041258	1.403152	1.543308	1.819034566
ENSCATG00000041259	0.1921773	1.001036	0
ENSCATG00000041260	3.942421	5.115433	3.043356755
ENSCATG00000041261	6.342046	6.758622	6.70763591
ENSCATG00000041262	6.145535	5.055141	4.036627817
ENSCATG00000041263	2.211677	4.423625	1.337630379
ENSCATG00000041264	5.863032	6.936685	5.695924237
ENSCATG00000041265	0.103823	0	0
ENSCATG00000041266	0	0.1216603	0
ENSCATG00000041267	4.133948	2.885693	2.984066495
ENSCATG00000041268	0	0.2860898	0
ENSCATG00000041269	0.05027461	0.955263	0.366582401
ENSCATG00000041270	3.36368	2.963396	2.648916359
ENSCATG00000041271	1.021956	1.32948	0.610555502
ENSCATG00000041272	5.369828	6.027131	4.652638558
ENSCATG00000041273	2.291875	2.080242	1.228682032
ENSCATG00000041274	0	0.7130852	1.464929601
ENSCATG00000041275	6.425974	6.604147	6.193213872
ENSCATG00000041276	4.398303	3.930224	2.591666048
ENSCATG00000041277	5.177503	4.88231	2.712976487
ENSCATG00000041279	5.292474	4.865331	4.006356377
ENSCATG00000041280	3.919851	4.158783	3.504612512
ENSCATG00000041281	0.5032035	4.369513	5.617374307
ENSCATG00000041282	1.335089	1.789011	0.621760732
ENSCATG00000041283	3.620375	3.253236	3.167388439
ENSCATG00000041284	5.20971	5.045358	5.401631149
ENSCATG00000041285	1.269955	0.4619759	0.067955029
ENSCATG00000041286	4.288794	5.088423	4.700728506
ENSCATG00000041287	0.7053012	7.070686	0.773676602
ENSCATG00000041288	7.26965	7.395286	6.724227332
ENSCATG00000041289	3.624089	3.294194	2.787225574
ENSCATG00000041290	4.096699	3.137102	2.167479967
ENSCATG00000041291	6.460473	5.242071	6.798107285
ENSCATG00000041292	3.958062	5.998945	7.16609578
ENSCATG00000041293	5.825779	4.237759	2.948695218
ENSCATG00000041294	1.837709	2.28484	0.234479248
ENSCATG00000041295	5.500021	5.303031	2.986756595
ENSCATG00000041296	4.214632	4.373594	3.809841427
ENSCATG00000041297	4.760227	6.248047	5.217000332
ENSCATG00000041298	6.620286	5.687272	4.734040271
ENSCATG00000041299	5.279954	5.307081	4.549431039
ENSCATG00000041300	6.299201	6.920715	7.279485411
ENSCATG00000041301	4.09453	7.735715	5.132864284
ENSCATG00000041302	7.691262	6.151341	6.08823278
ENSCATG00000041303	2.008473	0.3633898	0.155323096
ENSCATG00000041304	8.577749	8.759542	7.75488817
ENSCATG00000041305	4.008813	5.626284	4.188915177
ENSCATG00000041306	3.883543	4.61808	2.860962798
ENSCATG00000041307	5.127332	6.011498	5.317875649
ENSCATG00000041308	9.477215	6.491635	4.90937374
ENSCATG00000041309	4.286275	4.866898	4.217781317
ENSCATG00000041310	3.228934	0.7296486	0.213014
ENSCATG00000041311	0.3823408	0.3825721	0.164572625
ENSCATG00000041312	0.4411318	0.7309625	0.659416786
ENSCATG00000041313	1.151456	1.100682	1.821383684
ENSCATG00000041314	1.51155	5.667307	3.409417006
ENSCATG00000041315	1.7806	2.116431	0.270348333
ENSCATG00000041316	3.982258	4.188123	3.699459462
ENSCATG00000041317	4.690273	5.141374	2.257776561
ENSCATG00000041318	4.261774	6.352789	4.845969699
ENSCATG00000041319	3.91746	5.40537	4.441988016
ENSCATG00000041320	2.31148	3.849899	2.368983411
ENSCATG00000041321	1.793496	2.070795	1.812732323
ENSCATG00000041323	4.970913	6.889837	5.458094867
ENSCATG00000041324	3.038399	6.402436	3.372257042
ENSCATG00000041325	4.283282	6.888853	6.518728681
ENSCATG00000041326	4.765323	5.641793	4.861085417
ENSCATG00000041327	0.8203922	1.095182	9.461070114
ENSCATG00000041328	3.629172	3.5207	2.391743528
ENSCATG00000041329	1.283584	2.107859	1.194162716
ENSCATG00000041331	0.1225812	0.1422527	0.620122797
ENSCATG00000041333	1.408494	2.540186	3.064746644
ENSCATG00000041334	5.89923	2.616795	2.119455784
ENSCATG00000041335	2.843172	3.254311	2.906544307
ENSCATG00000041336	3.804208	4.376033	3.521364878
ENSCATG00000041337	1.292099	2.154314	1.506733949
ENSCATG00000041338	1.868134	2.418846	6.040710548
ENSCATG00000041339	7.702289	7.63357	7.087083341
ENSCATG00000041340	3.658291	5.253135	4.731943498
ENSCATG00000041341	10.90567	8.347277	8.575411346
ENSCATG00000041342	6.520212	5.958205	5.236729859
ENSCATG00000041343	5.143353	5.767101	5.670067014
ENSCATG00000041344	4.987741	5.01305	4.233665075
ENSCATG00000041345	5.257976	5.629412	4.926193979
ENSCATG00000041346	3.50177	3.38196	2.43826091
ENSCATG00000041347	4.558574	3.360207	3.216113358
ENSCATG00000041348	1.79173	2.929187	2.68840195
ENSCATG00000041349	2.518433	1.644758	3.121222272
ENSCATG00000041350	2.472575	2.794868	2.269701061
ENSCATG00000041351	0.1456644	0.1713478	0
ENSCATG00000041352	3.605051	4.193284	4.542274148
ENSCATG00000041353	0.3171229	1.07261	0.367847076
ENSCATG00000041354	1.401955	6.59563	4.169617434
ENSCATG00000041355	1.52835	3.409051	1.517058999
ENSCATG00000041356	4.331983	6.103516	4.649592813
ENSCATG00000041357	3.650104	4.538553	3.244726649
ENSCATG00000041359	3.205138	3.693151	1.908628477
ENSCATG00000041360	2.701939	2.879817	2.49106549
ENSCATG00000041361	4.308266	2.870838	1.373742857
ENSCATG00000041362	5.346932	5.509411	4.33908036
ENSCATG00000041363	5.949665	6.682041	6.315454466
ENSCATG00000041364	1.479434	5.287519	0.698284276
ENSCATG00000041365	3.973808	5.258585	2.91365576
ENSCATG00000041366	4.876714	6.030931	3.681695953
ENSCATG00000041367	4.803191	5.401909	5.200275772
ENSCATG00000041368	5.608094	6.112085	4.728061995
ENSCATG00000041369	6.378914	7.667033	5.819034566
ENSCATG00000041371	0.6532903	0.9512588	4.156635266
ENSCATG00000041372	6.498064	6.128457	4.863390895
ENSCATG00000041373	0	0.0929351	0
ENSCATG00000041374	9.221983	9.500366	8.051361225
ENSCATG00000041375	3.125149	2.23773	1.644875642
ENSCATG00000041376	0.1529738	0.07403282	0.124860246
ENSCATG00000041377	4.582127	4.980205	4.327626293
ENSCATG00000041378	4.169644	4.073897	3.130148374
ENSCATG00000041379	4.003395	4.069453	3.322290166
ENSCATG00000041380	8.65599	8.091827	7.291587167
ENSCATG00000041381	2.228905	1.65727	1.354249029
ENSCATG00000041382	0	0.2816603	0.199779748
ENSCATG00000041383	2.873343	2.087663	2.677133848
ENSCATG00000041384	1.183829	1.856822	0.95247671
ENSCATG00000041386	0.7130553	0.3338913	0.214492397
ENSCATG00000041387	7.475061	7.332824	6.773811758
ENSCATG00000041388	3.140845	5.881879	1.576837489
ENSCATG00000041389	1.061583	1.146753	0.715055178
ENSCATG00000041390	2.932496	3.081394	2.343018313
ENSCATG00000041391	0.1151477	0.740628	0.116724321
ENSCATG00000041392	0	1.645831	0.399428158
ENSCATG00000041393	7.795747	8.044542	7.487334399
ENSCATG00000041394	6.286748	6.919249	6.42935033
ENSCATG00000041395	2.434288	2.478697	3.267368897
ENSCATG00000041396	3.220726	2.037306	4.195643667
ENSCATG00000041397	6.211522	6.823417	6.181455626
ENSCATG00000041398	3.709831	6.157741	3.941078133
ENSCATG00000041399	4.881562	5.69848	4.754037665
ENSCATG00000041400	1.459183	3.329658	1.340561699
ENSCATG00000041401	4.125444	3.290087	2.760936261
ENSCATG00000041402	2.853608	4.059718	2.997924634
ENSCATG00000041403	7.51988	8.208264	7.381317986
ENSCATG00000041404	0.2525818	0.9131311	0.272255674
ENSCATG00000041405	6.144748	6.257571	5.419440461
ENSCATG00000041406	6.246704	6.871552	5.811285698
ENSCATG00000041407	1.091977	1.681871	0.924750567
ENSCATG00000041409	0.5811912	0.4425147	0.967333161
ENSCATG00000041410	3.486033	3.743258	3.29933552
ENSCATG00000041411	0.5913979	0.8345996	0.658858579
ENSCATG00000041412	1.630433	1.685913	0.81397282
ENSCATG00000041413	1.401215	2.942282	0.687341135
ENSCATG00000041414	0.05301149	0.3297379	0
ENSCATG00000041415	4.278065	4.846766	4.340143499
ENSCATG00000041417	3.616428	5.586972	5.077182957
ENSCATG00000041418	4.308084	4.808779	4.195047452
ENSCATG00000041419	3.751999	2.497651	2.250370432
ENSCATG00000041420	4.311336	6.270279	5.250650383
ENSCATG00000041423	6.227319	5.28827	5.780089583
ENSCATG00000041424	2.051577	0	2.129032378
ENSCATG00000041425	1.980574	1.564237	0.842882813
ENSCATG00000041426	1.367874	3.732645	2.363745797
ENSCATG00000041427	2.951588	3.459575	2.32154775
ENSCATG00000041428	2.983405	2.734074	2.361128267
ENSCATG00000041429	4.802129	5.256608	4.583145966
ENSCATG00000041430	7.678773	7.108607	7.395046514
ENSCATG00000041431	9.38705	9.650637	8.82015662
ENSCATG00000041432	3.323604	3.520347	2.430138052
ENSCATG00000041433	4.171231	4.46031	3.753583144
ENSCATG00000041434	2.632356	4.693023	3.595026184
ENSCATG00000041435	4.052184	4.663928	3.969172598
ENSCATG00000041436	5.738433	6.44283	5.799959707
ENSCATG00000041437	4.943806	5.679567	4.927081508
ENSCATG00000041438	4.422222	6.422546	4.451106904
ENSCATG00000041439	0.2007793	0.3956924	0.071168036
ENSCATG00000041440	6.016895	6.513292	5.472559255
ENSCATG00000041441	3.982619	4.86966	4.925398487
ENSCATG00000041442	2.022616	2.11313	1.199739551
ENSCATG00000041444	0	0.3850853	0.176527034
ENSCATG00000041445	5.104567	5.34032	5.857015559
ENSCATG00000041446	5.78227	5.90162	4.353143296
ENSCATG00000041447	1.44677	4.077884	0.39073041
ENSCATG00000041448	3.35632	2.663946	2.234059799
ENSCATG00000041449	3.309649	3.101448	3.149623083
ENSCATG00000041450	1.417709	2.974824	3.338786648
ENSCATG00000041451	4.062323	4.781646	2.744617712
ENSCATG00000041452	0.5530242	0.9992705	0.411973932
ENSCATG00000041453	1.918153	2.17006	1.486734964
ENSCATG00000041454	4.092843	4.847556	4.28733192
ENSCATG00000041455	3.978678	3.970028	2.756805545
ENSCATG00000041457	3.835723	3.831906	2.577566596
ENSCATG00000041459	0	3.743957	5.594011022
ENSCATG00000041460	3.584455	5.528114	4.022838277
ENSCATG00000041461	4.100528	6.217795	5.323052958
ENSCATG00000041462	5.239332	4.59118	5.949085246
ENSCATG00000041463	3.000099	3.287236	3.148997536
ENSCATG00000041464	2.192298	3.377157	2.280360411
ENSCATG00000041465	9.265723	10.13206	9.27817065
ENSCATG00000041466	4.247419	4.422119	2.161729703
ENSCATG00000041467	1.068299	2.255446	0.825246704
ENSCATG00000041468	5.180032	5.838238	4.924931239
ENSCATG00000041469	3.364787	3.157251	1.966551954
ENSCATG00000041470	0.1163282	2.590592	0.831909661
ENSCATG00000041471	0.2153618	0.8035106	0
ENSCATG00000041472	2.486829	3.488002	0.610977804
ENSCATG00000041474	0.7382296	0	3.072709513
ENSCATG00000041475	3.508767	5.116551	4.592424744
ENSCATG00000041476	0	0	0.253478637
ENSCATG00000041477	0.1449691	0.08809057	0
ENSCATG00000041478	0	0.04363497	0
ENSCATG00000041479	5.957947	7.275035	5.121371885
ENSCATG00000041481	4.318518	4.416698	3.133177155
ENSCATG00000041482	7.460366	7.053546	6.216472326
ENSCATG00000041483	0.5965879	0.8678285	0.447201481
ENSCATG00000041484	4.195686	4.909716	4.66959942
ENSCATG00000041485	2.931148	3.452379	3.576268163
ENSCATG00000041486	2.984575	3.560837	2.818639948
ENSCATG00000041487	0.3443138	0.1277942	0
ENSCATG00000041488	5.452118	5.354262	5.916073637
ENSCATG00000041489	3.209817	4.462615	7.233897644
ENSCATG00000041490	9.674146	9.589029	8.611600285
ENSCATG00000041491	0.3051303	0.3252598	0.148454406
ENSCATG00000041492	4.456567	4.785576	3.412688052
ENSCATG00000041493	5.648823	6.349508	5.614635646
ENSCATG00000041494	3.669888	4.970467	4.024337411
ENSCATG00000041495	1.07634	0.4734773	0
ENSCATG00000041496	1.081121	0.1000546	0.029632536
ENSCATG00000041497	5.900485	6.092374	6.391198901
ENSCATG00000041498	6.30737	6.785197	5.457293863
ENSCATG00000041499	0	0.05783425	0.097319262
ENSCATG00000041500	2.185245	5.563744	5.195170597
ENSCATG00000041501	0	0.4959919	0.647394644
ENSCATG00000041502	5.62847	5.489129	6.165928013
ENSCATG00000041503	4.345212	4.920122	4.729938815
ENSCATG00000041504	3.684852	4.345262	3.514551532
ENSCATG00000041505	0.1199019	0.3553008	0.344506979
ENSCATG00000041506	2.820839	2.589035	1.665888442
ENSCATG00000041507	0	0.459868	0.164208312
ENSCATG00000041509	0.5459763	0.3479128	0
ENSCATG00000041510	1.76614	2.375238	0.77840625
ENSCATG00000041511	5.55145	5.618891	4.61495361
ENSCATG00000041512	7.064992	6.733047	4.923627559
ENSCATG00000041513	3.536679	4.495388	2.58474584
ENSCATG00000041514	3.280158	4.535588	1.822527647
ENSCATG00000041515	0.5785562	2.83399	0.015524687
ENSCATG00000041516	1.680023	2.045086	2.004202935
ENSCATG00000041517	0	0	0.999950226
ENSCATG00000041518	5.33648	5.885472	4.965105481
ENSCATG00000041519	1.659212	1.818564	1.456059644
ENSCATG00000041520	2.115972	3.296692	1.77023282
ENSCATG00000041521	1.18836	4.090853	6.550000238
ENSCATG00000041523	0	0.2599208	0
ENSCATG00000041524	2.249391	3.506945	2.316814789
ENSCATG00000041526	4.781915	5.398255	5.129658069
ENSCATG00000041527	4.3849	4.694853	4.778716375
ENSCATG00000041528	0.636523	0.06421638	0.590329909
ENSCATG00000041529	10.00335	9.132523	8.43943614
ENSCATG00000041530	3.887194	3.566961	2.533702877
ENSCATG00000041531	0.4489675	0.744298	0.449641661
ENSCATG00000041532	1.143824	2.044936	0.868475007
