	Anolis_carolinensis	Astyanax_mexicanus	Bos_taurus	Callithrix_jacchus	Canis_lupus	Chinchilla_lanigera	Danio_rerio	Gadus_morhua	Gallus_gallus	Homo_sapiens	Macaca_mulatta	Monodelphis_domestica	Mus_musculus	Oreochromis_niloticus	Ornithorhynchus_anatinus	Oryctolagus_cuniculus	Oryzias_latipes	Ovis_aries	Rattus_norvegicus	Sus_scrofa	Xenopus_tropicalis
OG0033251															Ornithorhynchus_anatinus_ENSOANG00000007972						
OG0033252															Ornithorhynchus_anatinus_ENSOANG00000007974						
OG0033253															Ornithorhynchus_anatinus_ENSOANG00000030378						
OG0033254															Ornithorhynchus_anatinus_ENSOANG00000007975						
OG0033255															Ornithorhynchus_anatinus_ENSOANG00000021258						
OG0033256															Ornithorhynchus_anatinus_ENSOANG00000020915						
OG0033257															Ornithorhynchus_anatinus_ENSOANG00000031314						
OG0033258															Ornithorhynchus_anatinus_ENSOANG00000031390						
OG0033259															Ornithorhynchus_anatinus_ENSOANG00000031088						
OG0033260															Ornithorhynchus_anatinus_ENSOANG00000022384						
OG0033261															Ornithorhynchus_anatinus_ENSOANG00000021589						
OG0033262															Ornithorhynchus_anatinus_ENSOANG00000030322						
OG0033263															Ornithorhynchus_anatinus_ENSOANG00000029780						
OG0033264															Ornithorhynchus_anatinus_ENSOANG00000008138						
OG0033265															Ornithorhynchus_anatinus_ENSOANG00000031729						
OG0033266															Ornithorhynchus_anatinus_ENSOANG00000031366						
OG0033267															Ornithorhynchus_anatinus_ENSOANG00000031123						
OG0033268															Ornithorhynchus_anatinus_ENSOANG00000030821						
OG0033269															Ornithorhynchus_anatinus_ENSOANG00000010772						
OG0033270															Ornithorhynchus_anatinus_ENSOANG00000013568						
OG0033271															Ornithorhynchus_anatinus_ENSOANG00000031912						
OG0033272															Ornithorhynchus_anatinus_ENSOANG00000022650						
OG0033273															Ornithorhynchus_anatinus_ENSOANG00000031598						
OG0033274															Ornithorhynchus_anatinus_ENSOANG00000022032						
OG0033275															Ornithorhynchus_anatinus_ENSOANG00000031333						
OG0033276															Ornithorhynchus_anatinus_ENSOANG00000032097						
OG0033277															Ornithorhynchus_anatinus_ENSOANG00000031882						
OG0033278															Ornithorhynchus_anatinus_ENSOANG00000009892						
OG0033279															Ornithorhynchus_anatinus_ENSOANG00000032137						
OG0033280															Ornithorhynchus_anatinus_ENSOANG00000019735						
OG0033281															Ornithorhynchus_anatinus_ENSOANG00000005010						
OG0033282															Ornithorhynchus_anatinus_ENSOANG00000029421						
OG0033283															Ornithorhynchus_anatinus_ENSOANG00000031556						
OG0033284															Ornithorhynchus_anatinus_ENSOANG00000021929						
OG0033285															Ornithorhynchus_anatinus_ENSOANG00000009792						
OG0033286															Ornithorhynchus_anatinus_ENSOANG00000005377						
OG0033287															Ornithorhynchus_anatinus_ENSOANG00000030798						
OG0033288															Ornithorhynchus_anatinus_ENSOANG00000022353						
OG0033289															Ornithorhynchus_anatinus_ENSOANG00000011558						
OG0033290															Ornithorhynchus_anatinus_ENSOANG00000013325						
OG0033291															Ornithorhynchus_anatinus_ENSOANG00000009183						
OG0033292															Ornithorhynchus_anatinus_ENSOANG00000022110						
OG0033293															Ornithorhynchus_anatinus_ENSOANG00000021698						
OG0033294															Ornithorhynchus_anatinus_ENSOANG00000021141						
OG0033295															Ornithorhynchus_anatinus_ENSOANG00000030493						
OG0033296															Ornithorhynchus_anatinus_ENSOANG00000031267						
OG0033297															Ornithorhynchus_anatinus_ENSOANG00000031138						
OG0033298															Ornithorhynchus_anatinus_ENSOANG00000020036						
OG0033299															Ornithorhynchus_anatinus_ENSOANG00000013261						
OG0033300															Ornithorhynchus_anatinus_ENSOANG00000029981						
OG0033301															Ornithorhynchus_anatinus_ENSOANG00000007251						
OG0033302															Ornithorhynchus_anatinus_ENSOANG00000029897						
OG0033303															Ornithorhynchus_anatinus_ENSOANG00000029979						
OG0033304															Ornithorhynchus_anatinus_ENSOANG00000032165						
OG0033305															Ornithorhynchus_anatinus_ENSOANG00000020201						
OG0033306															Ornithorhynchus_anatinus_ENSOANG00000005152						
OG0033307															Ornithorhynchus_anatinus_ENSOANG00000021173						
OG0033308															Ornithorhynchus_anatinus_ENSOANG00000031993						
OG0033309															Ornithorhynchus_anatinus_ENSOANG00000031618						
OG0033310															Ornithorhynchus_anatinus_ENSOANG00000029745						
OG0033311															Ornithorhynchus_anatinus_ENSOANG00000030567						
OG0033312															Ornithorhynchus_anatinus_ENSOANG00000021001						
OG0033313															Ornithorhynchus_anatinus_ENSOANG00000030002						
OG0033314															Ornithorhynchus_anatinus_ENSOANG00000029426						
OG0033315															Ornithorhynchus_anatinus_ENSOANG00000007700						
OG0033316															Ornithorhynchus_anatinus_ENSOANG00000032044						
OG0033317															Ornithorhynchus_anatinus_ENSOANG00000022145						
OG0033318															Ornithorhynchus_anatinus_ENSOANG00000029514						
OG0033319															Ornithorhynchus_anatinus_ENSOANG00000031165						
OG0033320															Ornithorhynchus_anatinus_ENSOANG00000022166						
OG0033321															Ornithorhynchus_anatinus_ENSOANG00000030168						
OG0033322															Ornithorhynchus_anatinus_ENSOANG00000004681						
OG0033323															Ornithorhynchus_anatinus_ENSOANG00000008741						
OG0033324															Ornithorhynchus_anatinus_ENSOANG00000031969						
OG0033325															Ornithorhynchus_anatinus_ENSOANG00000011282						
OG0033326															Ornithorhynchus_anatinus_ENSOANG00000030880						
OG0033327															Ornithorhynchus_anatinus_ENSOANG00000001241						
OG0033328															Ornithorhynchus_anatinus_ENSOANG00000031461						
OG0033329															Ornithorhynchus_anatinus_ENSOANG00000030471						
OG0033330															Ornithorhynchus_anatinus_ENSOANG00000029961						
OG0033331															Ornithorhynchus_anatinus_ENSOANG00000028691						
OG0033332															Ornithorhynchus_anatinus_ENSOANG00000028974						
OG0033333															Ornithorhynchus_anatinus_ENSOANG00000029137						
OG0033334															Ornithorhynchus_anatinus_ENSOANG00000028972						
OG0033335															Ornithorhynchus_anatinus_ENSOANG00000030595						
OG0033336															Ornithorhynchus_anatinus_ENSOANG00000031543						
OG0033337															Ornithorhynchus_anatinus_ENSOANG00000032229						
OG0033338															Ornithorhynchus_anatinus_ENSOANG00000031277						
OG0033339															Ornithorhynchus_anatinus_ENSOANG00000030076						
OG0033340															Ornithorhynchus_anatinus_ENSOANG00000032086						
OG0033341															Ornithorhynchus_anatinus_ENSOANG00000022420						
OG0033342															Ornithorhynchus_anatinus_ENSOANG00000021154						
OG0033343															Ornithorhynchus_anatinus_ENSOANG00000030284						
OG0033344															Ornithorhynchus_anatinus_ENSOANG00000021789						
OG0033345															Ornithorhynchus_anatinus_ENSOANG00000029448						
OG0033346															Ornithorhynchus_anatinus_ENSOANG00000014042						
OG0033347															Ornithorhynchus_anatinus_ENSOANG00000021388						
OG0033348															Ornithorhynchus_anatinus_ENSOANG00000029760						
OG0033349															Ornithorhynchus_anatinus_ENSOANG00000031831						
OG0033350															Ornithorhynchus_anatinus_ENSOANG00000022237						
OG0033351															Ornithorhynchus_anatinus_ENSOANG00000031231						
OG0033352															Ornithorhynchus_anatinus_ENSOANG00000029319						
OG0033353															Ornithorhynchus_anatinus_ENSOANG00000021373						
OG0033354															Ornithorhynchus_anatinus_ENSOANG00000021368						
OG0033355															Ornithorhynchus_anatinus_ENSOANG00000028664						
OG0033356															Ornithorhynchus_anatinus_ENSOANG00000005676						
OG0033357															Ornithorhynchus_anatinus_ENSOANG00000028507						
OG0033358															Ornithorhynchus_anatinus_ENSOANG00000013212						
OG0033359															Ornithorhynchus_anatinus_ENSOANG00000020875						
OG0033360															Ornithorhynchus_anatinus_ENSOANG00000020164						
OG0033361															Ornithorhynchus_anatinus_ENSOANG00000031732						
OG0033362															Ornithorhynchus_anatinus_ENSOANG00000006578						
OG0033363															Ornithorhynchus_anatinus_ENSOANG00000006579						
OG0033364															Ornithorhynchus_anatinus_ENSOANG00000020010						
OG0033365															Ornithorhynchus_anatinus_ENSOANG00000013514						
OG0033366															Ornithorhynchus_anatinus_ENSOANG00000020827						
OG0033367															Ornithorhynchus_anatinus_ENSOANG00000029478						
OG0033368															Ornithorhynchus_anatinus_ENSOANG00000020722						
OG0033369															Ornithorhynchus_anatinus_ENSOANG00000029700						
OG0033370															Ornithorhynchus_anatinus_ENSOANG00000014775						
OG0033371															Ornithorhynchus_anatinus_ENSOANG00000011012						
OG0033372															Ornithorhynchus_anatinus_ENSOANG00000019823						
OG0033373															Ornithorhynchus_anatinus_ENSOANG00000032184						
OG0033374															Ornithorhynchus_anatinus_ENSOANG00000021448						
OG0033375															Ornithorhynchus_anatinus_ENSOANG00000031811						
OG0033376															Ornithorhynchus_anatinus_ENSOANG00000031664						
OG0033377															Ornithorhynchus_anatinus_ENSOANG00000030040						
OG0033378															Ornithorhynchus_anatinus_ENSOANG00000031877						
OG0033379															Ornithorhynchus_anatinus_ENSOANG00000028660						
OG0033380															Ornithorhynchus_anatinus_ENSOANG00000009882						
OG0033381															Ornithorhynchus_anatinus_ENSOANG00000030878						
OG0033382															Ornithorhynchus_anatinus_ENSOANG00000029526						
OG0033383															Ornithorhynchus_anatinus_ENSOANG00000020130						
OG0033384															Ornithorhynchus_anatinus_ENSOANG00000006321						
OG0033385															Ornithorhynchus_anatinus_ENSOANG00000029105						
OG0033386															Ornithorhynchus_anatinus_ENSOANG00000031430						
OG0033387															Ornithorhynchus_anatinus_ENSOANG00000031453						
OG0033388															Ornithorhynchus_anatinus_ENSOANG00000022135						
OG0033389															Ornithorhynchus_anatinus_ENSOANG00000011181						
OG0033390															Ornithorhynchus_anatinus_ENSOANG00000020117						
OG0033391															Ornithorhynchus_anatinus_ENSOANG00000009126						
OG0033392															Ornithorhynchus_anatinus_ENSOANG00000031236						
OG0033393															Ornithorhynchus_anatinus_ENSOANG00000030858						
OG0033394															Ornithorhynchus_anatinus_ENSOANG00000020110						
OG0033395															Ornithorhynchus_anatinus_ENSOANG00000020109						
OG0033396															Ornithorhynchus_anatinus_ENSOANG00000029344						
OG0033397															Ornithorhynchus_anatinus_ENSOANG00000020826						
OG0033398															Ornithorhynchus_anatinus_ENSOANG00000000331						
OG0033399															Ornithorhynchus_anatinus_ENSOANG00000014842						
OG0033400															Ornithorhynchus_anatinus_ENSOANG00000030620						
OG0033401															Ornithorhynchus_anatinus_ENSOANG00000021773						
OG0033402															Ornithorhynchus_anatinus_ENSOANG00000020993						
OG0033403															Ornithorhynchus_anatinus_ENSOANG00000020595						
OG0033404															Ornithorhynchus_anatinus_ENSOANG00000020939						
OG0033405															Ornithorhynchus_anatinus_ENSOANG00000030518						
OG0033406															Ornithorhynchus_anatinus_ENSOANG00000029298						
OG0033407															Ornithorhynchus_anatinus_ENSOANG00000020937						
OG0033408															Ornithorhynchus_anatinus_ENSOANG00000030786						
OG0033409															Ornithorhynchus_anatinus_ENSOANG00000028905						
OG0033410															Ornithorhynchus_anatinus_ENSOANG00000029082						
OG0033411															Ornithorhynchus_anatinus_ENSOANG00000028533						
OG0033412															Ornithorhynchus_anatinus_ENSOANG00000020932						
OG0033413															Ornithorhynchus_anatinus_ENSOANG00000005337						
OG0033414															Ornithorhynchus_anatinus_ENSOANG00000029104						
OG0033415															Ornithorhynchus_anatinus_ENSOANG00000030104						
OG0033416															Ornithorhynchus_anatinus_ENSOANG00000028415						
OG0033417															Ornithorhynchus_anatinus_ENSOANG00000011815						
OG0033418															Ornithorhynchus_anatinus_ENSOANG00000028345						
OG0033419															Ornithorhynchus_anatinus_ENSOANG00000022396						
OG0033420															Ornithorhynchus_anatinus_ENSOANG00000028315						
OG0033421															Ornithorhynchus_anatinus_ENSOANG00000031712						
OG0033422															Ornithorhynchus_anatinus_ENSOANG00000031091						
OG0033423															Ornithorhynchus_anatinus_ENSOANG00000031581						
OG0033424															Ornithorhynchus_anatinus_ENSOANG00000032081						
OG0033425															Ornithorhynchus_anatinus_ENSOANG00000004703						
OG0033426															Ornithorhynchus_anatinus_ENSOANG00000012994						
OG0033427															Ornithorhynchus_anatinus_ENSOANG00000019730						
OG0033428															Ornithorhynchus_anatinus_ENSOANG00000028757						
OG0033429															Ornithorhynchus_anatinus_ENSOANG00000021327						
OG0033430															Ornithorhynchus_anatinus_ENSOANG00000008685						
OG0033431															Ornithorhynchus_anatinus_ENSOANG00000030862						
OG0033432															Ornithorhynchus_anatinus_ENSOANG00000030481						
OG0033433															Ornithorhynchus_anatinus_ENSOANG00000003774						
OG0033434															Ornithorhynchus_anatinus_ENSOANG00000030025						
OG0033435															Ornithorhynchus_anatinus_ENSOANG00000021764						
OG0033436															Ornithorhynchus_anatinus_ENSOANG00000012780						
OG0033437															Ornithorhynchus_anatinus_ENSOANG00000029702						
OG0033438															Ornithorhynchus_anatinus_ENSOANG00000029922						
OG0033439															Ornithorhynchus_anatinus_ENSOANG00000022025						
OG0033440															Ornithorhynchus_anatinus_ENSOANG00000010144						
OG0033441															Ornithorhynchus_anatinus_ENSOANG00000022064						
OG0033442															Ornithorhynchus_anatinus_ENSOANG00000028516						
OG0033443															Ornithorhynchus_anatinus_ENSOANG00000020528						
OG0033444															Ornithorhynchus_anatinus_ENSOANG00000029393						
OG0033445															Ornithorhynchus_anatinus_ENSOANG00000031346						
OG0033446															Ornithorhynchus_anatinus_ENSOANG00000019837						
OG0033447															Ornithorhynchus_anatinus_ENSOANG00000021033						
OG0033448															Ornithorhynchus_anatinus_ENSOANG00000008154						
OG0033449															Ornithorhynchus_anatinus_ENSOANG00000030353						
OG0033450															Ornithorhynchus_anatinus_ENSOANG00000031926						
OG0033451															Ornithorhynchus_anatinus_ENSOANG00000008750						
OG0033452															Ornithorhynchus_anatinus_ENSOANG00000021319						
OG0033453															Ornithorhynchus_anatinus_ENSOANG00000002167						
OG0033454															Ornithorhynchus_anatinus_ENSOANG00000028708						
OG0033455															Ornithorhynchus_anatinus_ENSOANG00000031529						
OG0033456															Ornithorhynchus_anatinus_ENSOANG00000021433						
OG0033457															Ornithorhynchus_anatinus_ENSOANG00000029664						
OG0033458															Ornithorhynchus_anatinus_ENSOANG00000002722						
OG0033459															Ornithorhynchus_anatinus_ENSOANG00000005688						
OG0033460															Ornithorhynchus_anatinus_ENSOANG00000005689						
OG0033461															Ornithorhynchus_anatinus_ENSOANG00000021123						
OG0033462															Ornithorhynchus_anatinus_ENSOANG00000004319						
OG0033463															Ornithorhynchus_anatinus_ENSOANG00000012368						
OG0033464															Ornithorhynchus_anatinus_ENSOANG00000030087						
OG0033465															Ornithorhynchus_anatinus_ENSOANG00000029964						
OG0033466															Ornithorhynchus_anatinus_ENSOANG00000028796						
OG0033467															Ornithorhynchus_anatinus_ENSOANG00000020379						
OG0033468															Ornithorhynchus_anatinus_ENSOANG00000020658						
OG0033469															Ornithorhynchus_anatinus_ENSOANG00000028780						
OG0033470															Ornithorhynchus_anatinus_ENSOANG00000013974						
OG0033471															Ornithorhynchus_anatinus_ENSOANG00000021983						
OG0033472															Ornithorhynchus_anatinus_ENSOANG00000031745						
OG0033473															Ornithorhynchus_anatinus_ENSOANG00000000452						
OG0033474															Ornithorhynchus_anatinus_ENSOANG00000030989						
OG0033475															Ornithorhynchus_anatinus_ENSOANG00000031508						
OG0033476															Ornithorhynchus_anatinus_ENSOANG00000002487						
OG0033477															Ornithorhynchus_anatinus_ENSOANG00000028590						
OG0033478															Ornithorhynchus_anatinus_ENSOANG00000022671						
OG0033479															Ornithorhynchus_anatinus_ENSOANG00000031499						
OG0033480															Ornithorhynchus_anatinus_ENSOANG00000021522						
OG0033481															Ornithorhynchus_anatinus_ENSOANG00000021521						
OG0033482															Ornithorhynchus_anatinus_ENSOANG00000008004						
OG0033483															Ornithorhynchus_anatinus_ENSOANG00000029749						
OG0033484															Ornithorhynchus_anatinus_ENSOANG00000031996						
OG0033485															Ornithorhynchus_anatinus_ENSOANG00000031749						
OG0033486															Ornithorhynchus_anatinus_ENSOANG00000031214						
OG0033487															Ornithorhynchus_anatinus_ENSOANG00000031578						
OG0033488															Ornithorhynchus_anatinus_ENSOANG00000019978						
OG0033489															Ornithorhynchus_anatinus_ENSOANG00000021755						
OG0033490															Ornithorhynchus_anatinus_ENSOANG00000028407						
OG0033491															Ornithorhynchus_anatinus_ENSOANG00000022155						
OG0033492															Ornithorhynchus_anatinus_ENSOANG00000030558						
OG0033493															Ornithorhynchus_anatinus_ENSOANG00000022226						
OG0033494															Ornithorhynchus_anatinus_ENSOANG00000030921						
OG0033495															Ornithorhynchus_anatinus_ENSOANG00000013908						
OG0033496															Ornithorhynchus_anatinus_ENSOANG00000021926						
OG0033497															Ornithorhynchus_anatinus_ENSOANG00000029659						
OG0033498															Ornithorhynchus_anatinus_ENSOANG00000020785						
OG0033499															Ornithorhynchus_anatinus_ENSOANG00000021623						
OG0033500															Ornithorhynchus_anatinus_ENSOANG00000006488						
OG0033501															Ornithorhynchus_anatinus_ENSOANG00000022605						
OG0033502															Ornithorhynchus_anatinus_ENSOANG00000004321						
OG0033503															Ornithorhynchus_anatinus_ENSOANG00000030654						
OG0033504															Ornithorhynchus_anatinus_ENSOANG00000031343						
OG0033505															Ornithorhynchus_anatinus_ENSOANG00000008902						
OG0033506															Ornithorhynchus_anatinus_ENSOANG00000021469						
OG0033507															Ornithorhynchus_anatinus_ENSOANG00000028466						
OG0033508															Ornithorhynchus_anatinus_ENSOANG00000030907						
OG0033509															Ornithorhynchus_anatinus_ENSOANG00000028408						
OG0033510															Ornithorhynchus_anatinus_ENSOANG00000029816						
OG0033511															Ornithorhynchus_anatinus_ENSOANG00000031690						
OG0033512															Ornithorhynchus_anatinus_ENSOANG00000030275						
OG0033513															Ornithorhynchus_anatinus_ENSOANG00000032267						
OG0033514															Ornithorhynchus_anatinus_ENSOANG00000015793						
OG0033515															Ornithorhynchus_anatinus_ENSOANG00000031281						
OG0033516															Ornithorhynchus_anatinus_ENSOANG00000022112						
OG0033517															Ornithorhynchus_anatinus_ENSOANG00000020217						
OG0033518															Ornithorhynchus_anatinus_ENSOANG00000029039						
OG0033519															Ornithorhynchus_anatinus_ENSOANG00000030170						
OG0033520															Ornithorhynchus_anatinus_ENSOANG00000029665						
OG0033521															Ornithorhynchus_anatinus_ENSOANG00000031835						
OG0033522															Ornithorhynchus_anatinus_ENSOANG00000031061						
OG0033523															Ornithorhynchus_anatinus_ENSOANG00000001758						
OG0033524															Ornithorhynchus_anatinus_ENSOANG00000030634						
OG0033525															Ornithorhynchus_anatinus_ENSOANG00000030524						
OG0033526															Ornithorhynchus_anatinus_ENSOANG00000020260						
OG0033527															Ornithorhynchus_anatinus_ENSOANG00000032183						
OG0033528															Ornithorhynchus_anatinus_ENSOANG00000021969						
OG0033529															Ornithorhynchus_anatinus_ENSOANG00000001319						
OG0033530															Ornithorhynchus_anatinus_ENSOANG00000021574						
OG0033531															Ornithorhynchus_anatinus_ENSOANG00000021592						
OG0033532															Ornithorhynchus_anatinus_ENSOANG00000020445						
OG0033533															Ornithorhynchus_anatinus_ENSOANG00000030760						
OG0033534															Ornithorhynchus_anatinus_ENSOANG00000029267						
OG0033535															Ornithorhynchus_anatinus_ENSOANG00000031149						
OG0033536															Ornithorhynchus_anatinus_ENSOANG00000030545						
OG0033537															Ornithorhynchus_anatinus_ENSOANG00000030609						
OG0033538															Ornithorhynchus_anatinus_ENSOANG00000007517						
OG0033539															Ornithorhynchus_anatinus_ENSOANG00000031486						
OG0033540															Ornithorhynchus_anatinus_ENSOANG00000031067						
OG0033541															Ornithorhynchus_anatinus_ENSOANG00000010255						
OG0033542															Ornithorhynchus_anatinus_ENSOANG00000031927						
OG0033543															Ornithorhynchus_anatinus_ENSOANG00000029660						
OG0033544															Ornithorhynchus_anatinus_ENSOANG00000030680						
OG0033545															Ornithorhynchus_anatinus_ENSOANG00000000612						
OG0033546															Ornithorhynchus_anatinus_ENSOANG00000032016						
OG0033547															Ornithorhynchus_anatinus_ENSOANG00000032259						
OG0033548															Ornithorhynchus_anatinus_ENSOANG00000030712						
OG0033549															Ornithorhynchus_anatinus_ENSOANG00000031718						
OG0033550															Ornithorhynchus_anatinus_ENSOANG00000029116						
OG0033551															Ornithorhynchus_anatinus_ENSOANG00000011056						
OG0033552															Ornithorhynchus_anatinus_ENSOANG00000029845						
OG0033553															Ornithorhynchus_anatinus_ENSOANG00000032199						
OG0033554															Ornithorhynchus_anatinus_ENSOANG00000031399						
OG0033555															Ornithorhynchus_anatinus_ENSOANG00000030516						
OG0033556															Ornithorhynchus_anatinus_ENSOANG00000021477						
OG0033557															Ornithorhynchus_anatinus_ENSOANG00000028740						
OG0033558															Ornithorhynchus_anatinus_ENSOANG00000029301						
OG0033559															Ornithorhynchus_anatinus_ENSOANG00000028690						
OG0033560															Ornithorhynchus_anatinus_ENSOANG00000020042						
OG0033561															Ornithorhynchus_anatinus_ENSOANG00000032197						
OG0033562															Ornithorhynchus_anatinus_ENSOANG00000032019						
OG0033563															Ornithorhynchus_anatinus_ENSOANG00000020594						
OG0033564															Ornithorhynchus_anatinus_ENSOANG00000028669						
OG0033565															Ornithorhynchus_anatinus_ENSOANG00000000669						
OG0033566															Ornithorhynchus_anatinus_ENSOANG00000020878						
OG0033567															Ornithorhynchus_anatinus_ENSOANG00000030232						
OG0033568															Ornithorhynchus_anatinus_ENSOANG00000020238						
OG0033569															Ornithorhynchus_anatinus_ENSOANG00000021220						
OG0033570															Ornithorhynchus_anatinus_ENSOANG00000029391						
OG0033571															Ornithorhynchus_anatinus_ENSOANG00000028813						
OG0033572															Ornithorhynchus_anatinus_ENSOANG00000028354						
OG0033573															Ornithorhynchus_anatinus_ENSOANG00000030313						
OG0033574															Ornithorhynchus_anatinus_ENSOANG00000028697						
OG0033575															Ornithorhynchus_anatinus_ENSOANG00000028270						
OG0033576															Ornithorhynchus_anatinus_ENSOANG00000019751						
OG0033577															Ornithorhynchus_anatinus_ENSOANG00000031463						
OG0033578															Ornithorhynchus_anatinus_ENSOANG00000029094						
OG0033579															Ornithorhynchus_anatinus_ENSOANG00000030408						
OG0033580															Ornithorhynchus_anatinus_ENSOANG00000020030						
OG0033581															Ornithorhynchus_anatinus_ENSOANG00000022736						
OG0033582															Ornithorhynchus_anatinus_ENSOANG00000005389						
OG0033583															Ornithorhynchus_anatinus_ENSOANG00000028365						
OG0033584															Ornithorhynchus_anatinus_ENSOANG00000031225						
OG0033585															Ornithorhynchus_anatinus_ENSOANG00000029804						
OG0033586															Ornithorhynchus_anatinus_ENSOANG00000031050						
OG0033587															Ornithorhynchus_anatinus_ENSOANG00000030789						
OG0033588															Ornithorhynchus_anatinus_ENSOANG00000029365						
OG0033589															Ornithorhynchus_anatinus_ENSOANG00000019737						
OG0033590															Ornithorhynchus_anatinus_ENSOANG00000019895						
OG0033591															Ornithorhynchus_anatinus_ENSOANG00000030304						
OG0033592															Ornithorhynchus_anatinus_ENSOANG00000021080						
OG0033593															Ornithorhynchus_anatinus_ENSOANG00000022137						
OG0033594															Ornithorhynchus_anatinus_ENSOANG00000020721						
OG0033595															Ornithorhynchus_anatinus_ENSOANG00000031418						
OG0033596															Ornithorhynchus_anatinus_ENSOANG00000028731						
OG0033597															Ornithorhynchus_anatinus_ENSOANG00000022576						
OG0033598															Ornithorhynchus_anatinus_ENSOANG00000028837						
OG0033599															Ornithorhynchus_anatinus_ENSOANG00000008381						
OG0033600															Ornithorhynchus_anatinus_ENSOANG00000029592						
OG0033601															Ornithorhynchus_anatinus_ENSOANG00000009384						
OG0033602															Ornithorhynchus_anatinus_ENSOANG00000030922						
OG0033603															Ornithorhynchus_anatinus_ENSOANG00000031360						
OG0033604															Ornithorhynchus_anatinus_ENSOANG00000028413						
OG0033605															Ornithorhynchus_anatinus_ENSOANG00000013364						
OG0033606															Ornithorhynchus_anatinus_ENSOANG00000002886						
OG0033607															Ornithorhynchus_anatinus_ENSOANG00000015717						
OG0033608															Ornithorhynchus_anatinus_ENSOANG00000014546						
OG0033609															Ornithorhynchus_anatinus_ENSOANG00000005872						
OG0033610															Ornithorhynchus_anatinus_ENSOANG00000030715						
OG0033611															Ornithorhynchus_anatinus_ENSOANG00000001195						
OG0033612															Ornithorhynchus_anatinus_ENSOANG00000029765						
OG0033613															Ornithorhynchus_anatinus_ENSOANG00000029014						
OG0033614															Ornithorhynchus_anatinus_ENSOANG00000011776						
OG0033615															Ornithorhynchus_anatinus_ENSOANG00000022580						
OG0033616															Ornithorhynchus_anatinus_ENSOANG00000022574						
OG0033617															Ornithorhynchus_anatinus_ENSOANG00000020194						
OG0033618															Ornithorhynchus_anatinus_ENSOANG00000014908						
OG0033619															Ornithorhynchus_anatinus_ENSOANG00000009412						
OG0033620															Ornithorhynchus_anatinus_ENSOANG00000008203						
OG0033621															Ornithorhynchus_anatinus_ENSOANG00000020614						
OG0033622															Ornithorhynchus_anatinus_ENSOANG00000020913						
OG0033623															Ornithorhynchus_anatinus_ENSOANG00000021082						
OG0033624															Ornithorhynchus_anatinus_ENSOANG00000014891						
OG0033625															Ornithorhynchus_anatinus_ENSOANG00000031665						
OG0033626															Ornithorhynchus_anatinus_ENSOANG00000028410						
OG0033627															Ornithorhynchus_anatinus_ENSOANG00000020879						
OG0033628															Ornithorhynchus_anatinus_ENSOANG00000008744						
OG0033629															Ornithorhynchus_anatinus_ENSOANG00000030688						
OG0033630															Ornithorhynchus_anatinus_ENSOANG00000029954						
OG0033631															Ornithorhynchus_anatinus_ENSOANG00000022017						
OG0033632															Ornithorhynchus_anatinus_ENSOANG00000030495						
OG0033633															Ornithorhynchus_anatinus_ENSOANG00000031988						
OG0033634															Ornithorhynchus_anatinus_ENSOANG00000031336						
OG0033635															Ornithorhynchus_anatinus_ENSOANG00000029087						
OG0033636															Ornithorhynchus_anatinus_ENSOANG00000002746						
OG0033637															Ornithorhynchus_anatinus_ENSOANG00000028679						
OG0033638															Ornithorhynchus_anatinus_ENSOANG00000029322						
OG0033639															Ornithorhynchus_anatinus_ENSOANG00000029709						
OG0033640															Ornithorhynchus_anatinus_ENSOANG00000030874						
OG0033641															Ornithorhynchus_anatinus_ENSOANG00000011582						
OG0033642															Ornithorhynchus_anatinus_ENSOANG00000028867						
OG0033643															Ornithorhynchus_anatinus_ENSOANG00000020145						
OG0033644															Ornithorhynchus_anatinus_ENSOANG00000020160						
OG0033645															Ornithorhynchus_anatinus_ENSOANG00000001391						
OG0033646															Ornithorhynchus_anatinus_ENSOANG00000005999						
OG0033647															Ornithorhynchus_anatinus_ENSOANG00000031444						
OG0033648															Ornithorhynchus_anatinus_ENSOANG00000028268						
OG0033649															Ornithorhynchus_anatinus_ENSOANG00000029926						
OG0033650															Ornithorhynchus_anatinus_ENSOANG00000013811						
OG0033651															Ornithorhynchus_anatinus_ENSOANG00000012197						
OG0033652															Ornithorhynchus_anatinus_ENSOANG00000008786						
OG0033653															Ornithorhynchus_anatinus_ENSOANG00000029554						
OG0033654															Ornithorhynchus_anatinus_ENSOANG00000030646						
OG0033655															Ornithorhynchus_anatinus_ENSOANG00000009480						
OG0033656															Ornithorhynchus_anatinus_ENSOANG00000021147						
OG0033657															Ornithorhynchus_anatinus_ENSOANG00000030013						
OG0033658															Ornithorhynchus_anatinus_ENSOANG00000014338						
OG0033659															Ornithorhynchus_anatinus_ENSOANG00000030220						
OG0033660															Ornithorhynchus_anatinus_ENSOANG00000029214						
OG0033661															Ornithorhynchus_anatinus_ENSOANG00000030016						
OG0033662															Ornithorhynchus_anatinus_ENSOANG00000020392						
OG0033663															Ornithorhynchus_anatinus_ENSOANG00000030797						
OG0033664															Ornithorhynchus_anatinus_ENSOANG00000002274						
OG0033665															Ornithorhynchus_anatinus_ENSOANG00000028752						
OG0033666															Ornithorhynchus_anatinus_ENSOANG00000029022						
OG0033667															Ornithorhynchus_anatinus_ENSOANG00000031027						
