liver	ovary	testis
ENSAMEG00000018483	0.5613242	2.263401	2.311637
ENSAMEG00000018484	0	0.0951514	0
ENSAMEG00000018485	0	0	0.04604495
ENSAMEG00000018486	0.04010127	0.6658357	0.3838397
ENSAMEG00000018487	0	0	0
ENSAMEG00000018488	0.03862778	0.09917938	0.01841384
ENSAMEG00000018489	2.611838	0.4730803	0.7277288
ENSAMEG00000018490	0	0	0
ENSAMEG00000018491	0.2990371	0.2380323	0.05330475
ENSAMEG00000018492	4.759289	5.544439	3.543446
ENSAMEG00000018493	5.174015	3.543372	0
ENSAMEG00000018494	0	1.017901	1.759833
ENSAMEG00000018495	0	0	0
ENSAMEG00000018496	5.787479	6.457466	8.094669
ENSAMEG00000018497	0	0	0
ENSAMEG00000018498	1.307615	0.7109741	0.7139623
ENSAMEG00000018499	1.73147	3.212722	1.143413
ENSAMEG00000018500	0	0	0
ENSAMEG00000018501	0	0	0
ENSAMEG00000018502	0	0	0
ENSAMEG00000018503	3.349279	0	0
ENSAMEG00000018504	0.3707368	3.529821	0.7908346
ENSAMEG00000018505	0	0	0
ENSAMEG00000018506	0	0	0
ENSAMEG00000018507	0	0	0
ENSAMEG00000018508	0	0	0
ENSAMEG00000018509	3.445139	6.997947	9.801925
ENSAMEG00000018510	0	0	0
ENSAMEG00000018511	0	0	0
ENSAMEG00000018512	0	0	0
ENSAMEG00000018513	0	0	0
ENSAMEG00000018514	0	0	0
ENSAMEG00000018515	0	0	0
ENSAMEG00000018516	5.432218	7.177439	7.732547
ENSAMEG00000018517	8.071537	5.682955	2.071141
ENSAMEG00000018518	0	0	0
ENSAMEG00000018519	0	3.923406	6.247086
ENSAMEG00000018520	0	0	0.08489847
ENSAMEG00000018521	0	0	0
ENSAMEG00000018522	0	0	0
ENSAMEG00000018523	0.1186408	0	0.473073
ENSAMEG00000018524	0	0	0
ENSAMEG00000018525	0	6.607234	8.528958
ENSAMEG00000018526	0.08184353	1.517528	0.2048969
ENSAMEG00000018527	0	2.21778	0
ENSAMEG00000018528	0	0	0
ENSAMEG00000018529	0	0	0
ENSAMEG00000018530	0	0.7289723	0
ENSAMEG00000018531	0	1.995267	1.011016
ENSAMEG00000018532	0	0	0
ENSAMEG00000018533	0	0	0
ENSAMEG00000018534	0	0	0
ENSAMEG00000018535	0	0	0
ENSAMEG00000018536	0	0	0
ENSAMEG00000018537	0	0	0
ENSAMEG00000018538	1.043247	1.696927e-08	1.184147
ENSAMEG00000018539	0	0	0
ENSAMEG00000018540	5.457545	6.77688	7.06142
ENSAMEG00000018541	3.422202	5.802912	1.794437
ENSAMEG00000018542	0	0	0
ENSAMEG00000018543	0.8217486	0	0
ENSAMEG00000018544	0.5843526	4.5892	2.495503
ENSAMEG00000018545	0	0	0
ENSAMEG00000018546	0.001191288	4.959464	5.759712
ENSAMEG00000018547	5.667146	7.235086	6.164537
ENSAMEG00000018548	0	3.567704	2.223938
ENSAMEG00000018549	0.1004516	2.587607	1.487188
ENSAMEG00000018550	2.672891	3.438323	1.809752
ENSAMEG00000018551	1.284408	7.743178	8.605954
ENSAMEG00000018552	0	0.8287648	0.08398178
ENSAMEG00000018553	0	0.04099144	3.372694
ENSAMEG00000018554	2.799924	6.861062	7.180208
ENSAMEG00000018555	0	2.876584	4.900949
ENSAMEG00000018556	0	0	0
ENSAMEG00000018557	0	3.632338	0
ENSAMEG00000018558	0	0	0.2256945
ENSAMEG00000018559	0	0.03357467	0.1241874
ENSAMEG00000018560	0.5623562	2.78044	0.7624662
ENSAMEG00000018561	2.260664	4.375095	3.623141
ENSAMEG00000018562	0	2.063627	1.550196
ENSAMEG00000018563	0	0	0
ENSAMEG00000018564	0	0	0.8105953
ENSAMEG00000018565	0.8259012	3.168284	3.179487
ENSAMEG00000018566	0	0	3.28171
ENSAMEG00000018567	0.5427394	1.301073	0.2151194
ENSAMEG00000018568	1.003055	2.996418	0.8366933
ENSAMEG00000018569	0.9529508	2.251683	0.9345497
ENSAMEG00000018570	0	0.6613811	0.2404682
ENSAMEG00000018571	0	1.799833	0
ENSAMEG00000018572	0.6652227	2.811276	2.498013
ENSAMEG00000018573	0	0	0
ENSAMEG00000018574	0.2568959	1.785843	0.2478595
ENSAMEG00000018575	0	0.7567902	1.273635
ENSAMEG00000018576	0	0.2862685	0
ENSAMEG00000018577	0	0	0
ENSAMEG00000018578	2.348853	0	2.562628
ENSAMEG00000018579	2.207234	0	1.801647
ENSAMEG00000018580	0	0	0
ENSAMEG00000018581	0	0	6.268749
ENSAMEG00000018582	0	0	0
ENSAMEG00000018583	0	0	0
ENSAMEG00000018584	0	0	0.03353492
ENSAMEG00000018585	0	0	0.1570618
ENSAMEG00000018586	0	0	0
ENSAMEG00000018587	0	2.469263	0.3162894
ENSAMEG00000018588	0	0	1.304476
ENSAMEG00000018589	0	0	0
ENSAMEG00000018590	0	0	0
ENSAMEG00000018591	1.985001	3.047257	0
ENSAMEG00000018592	0	0	0
ENSAMEG00000018593	0	0	0
ENSAMEG00000018594	5.942174	8.429603	8.057661
ENSAMEG00000018595	0	0	0
ENSAMEG00000018596	0	0	0
ENSAMEG00000018597	0	0	0
ENSAMEG00000018598	0	0	0
ENSAMEG00000018599	0	0	0.2128918
ENSAMEG00000018600	0	0	0
ENSAMEG00000018601	0	0.1034545	0.05299035
ENSAMEG00000018602	2.102289	5.553044	3.237961
ENSAMEG00000018603	2.331522	1.406363	0.1402381
ENSAMEG00000018604	0	0.08937164	0.1952355
ENSAMEG00000018605	0	0	0
ENSAMEG00000018606	0	0	0
ENSAMEG00000018607	0	0	0.07416109
ENSAMEG00000018608	0	0	0
ENSAMEG00000018609	0	0.09854703	0
ENSAMEG00000018610	0	2.046358	0
ENSAMEG00000018611	0	0	0
ENSAMEG00000018612	2.300534	4.818805	2.142391
ENSAMEG00000018613	0	0	0.04457584
ENSAMEG00000018614	8.427577	7.057147	6.924326
ENSAMEG00000018615	2.853834	2.804942	1.914166
ENSAMEG00000018616	0	0.1378904	0
ENSAMEG00000018617	0	0	0
ENSAMEG00000018618	0	0	0
ENSAMEG00000018619	0	0.09298325	0
ENSAMEG00000018620	0	0.7358973	0.1596679
ENSAMEG00000018621	0	0.7032753	0
ENSAMEG00000018622	0	0.8783746	0
ENSAMEG00000018623	0	0	0
ENSAMEG00000018624	0	0	0
ENSAMEG00000018625	5.700659	6.968056	4.665268
ENSAMEG00000018626	0	0	0.1076046
ENSAMEG00000018627	3.470237	4.327644	5.045827
ENSAMEG00000018628	0.1045367	1.659399	0.6041824
ENSAMEG00000018629	0	0	0
ENSAMEG00000018630	3.228074	1.858387	0.8633375
ENSAMEG00000018631	0	0	0
ENSAMEG00000018632	0	0	0
ENSAMEG00000018633	0.837236	1.452574	1.965459
ENSAMEG00000018634	9.023247	7.835097	5.188575
ENSAMEG00000018635	0	0.1766126	0.138593
ENSAMEG00000018636	0.1673541	3.963779	4.720853
ENSAMEG00000018637	2.401475	2.809628	2.470303
ENSAMEG00000018638	0	0	0.06996992
ENSAMEG00000018639	0	0	0
ENSAMEG00000018640	0	0	0.08413218
ENSAMEG00000018641	0	0	0.04022923
ENSAMEG00000018642	2.655379	0	0
ENSAMEG00000018643	0	0	0.1977195
ENSAMEG00000018644	1.073183	3.105594	0.093181
ENSAMEG00000018645	0	0	0
ENSAMEG00000018646	0	0.6561082	1.131234
ENSAMEG00000018647	0	0	0
ENSAMEG00000018648	0.9255552	3.709147	2.709357
ENSAMEG00000018649	0	0	0
ENSAMEG00000018650	0	2.220562	5.511987
ENSAMEG00000018651	0	0	0
ENSAMEG00000018652	0	1.643094	0.7238233
ENSAMEG00000018653	0	0.1227652	0.04520698
ENSAMEG00000018654	0	0	0
ENSAMEG00000018655	0	0.5058218	2.405448
ENSAMEG00000018656	0	0	0
ENSAMEG00000018657	0	0	0
ENSAMEG00000018658	0	0	0
ENSAMEG00000018659	0	3.379862	7.2813
ENSAMEG00000018660	7.037261	5.152475	5.440368
ENSAMEG00000018661	4.488907	6.182184	5.407489
ENSAMEG00000018662	0	0	0
ENSAMEG00000018663	6.900287	10.35499	9.288995
ENSAMEG00000018664	0	0	0
ENSAMEG00000018665	9.121002	8.186654	6.517992
ENSAMEG00000018666	3.623375	2.7109	2.000642
ENSAMEG00000018667	4.633507	5.832381	3.67735
ENSAMEG00000018668	3.96727	3.742534	1.08181
ENSAMEG00000018669	0.08468776	0.1903924	0.08120612
ENSAMEG00000018670	0.169916	0.892684	0.844895
ENSAMEG00000018671	0	0	0
ENSAMEG00000018672	0	0	2.174886
ENSAMEG00000018673	0.980633	1.445472	1.397589
ENSAMEG00000018674	1.495838	1.735973	1.097739
ENSAMEG00000018675	0	0	0
ENSAMEG00000018676	0	0.1894489	0
ENSAMEG00000018677	0	0	0
ENSAMEG00000018678	0.4169899	0.4666553	0.09803208
ENSAMEG00000018679	0	5.242564	2.088077
ENSAMEG00000018680	0	0.2055377	0
ENSAMEG00000018681	0.1110091	1.671447	0.5095631
ENSAMEG00000018682	0	0.7226549	1.536033
ENSAMEG00000018683	0.3133411	0	0
ENSAMEG00000018684	0.1260035	0	0.1433568
ENSAMEG00000018685	0	0	0
ENSAMEG00000018686	0.7316438	2.398205	0.6843223
ENSAMEG00000018687	0	1.291886	0.2367338
ENSAMEG00000018688	2.237839	4.755358	0.9934215
ENSAMEG00000018689	0	1.687522	0.7649915
ENSAMEG00000018690	0	0	0
ENSAMEG00000018691	0	2.906762	6.455536
ENSAMEG00000018692	0.1577875	0.1162254	1.151703
ENSAMEG00000018693	0	0	0
ENSAMEG00000018694	0	0	0
ENSAMEG00000018695	0	0	0.03008615
ENSAMEG00000018696	0	3.468961	9.958414
ENSAMEG00000018697	0.4952193	0.6660858	3.261149
ENSAMEG00000018698	0.1129171	0.7449145	0.5820713
ENSAMEG00000018699	1.084792	3.340353	0.2305215
ENSAMEG00000018700	0	0	0
ENSAMEG00000018701	3.697952	4.494064	4.225591
ENSAMEG00000018702	0	0	0.1483185
ENSAMEG00000018703	0.1154513	2.174055	0.9630139
ENSAMEG00000018704	0	0	0
ENSAMEG00000018705	0.4425444	0.8893022	4.328944
ENSAMEG00000018706	2.65062	6.812473	3.000649
ENSAMEG00000018707	0	0	0.2240922
ENSAMEG00000018708	0	0.7154647	0
ENSAMEG00000018709	0	0	1.047462
ENSAMEG00000018710	5.548967	7.458202	6.266946
ENSAMEG00000018711	0	0	0
ENSAMEG00000018712	0	0	0.04417544
ENSAMEG00000018713	2.212348	2.703978	0.284597
ENSAMEG00000018714	2.362523	8.034441	6.516657
ENSAMEG00000018715	0	0	0
ENSAMEG00000018716	0	3.288342	2.189426
ENSAMEG00000018717	0	4.497753	0
ENSAMEG00000018718	0	0	0
ENSAMEG00000018719	0.2885676	0.1034839	2.16366
ENSAMEG00000018720	0	0	0.04156724
ENSAMEG00000018721	0	0	1.71764
ENSAMEG00000018722	0.8670377	5.08206	4.445508
ENSAMEG00000018723	0.2776789	1.225448	5.683758
ENSAMEG00000018724	0	0	0.6200017
ENSAMEG00000018725	0	0.401637	4.434842
ENSAMEG00000018726	0	0.4625424	0.2654045
ENSAMEG00000018727	0	6.220193	6.538138
ENSAMEG00000018728	0	0.2426976	0
ENSAMEG00000018729	3.488502	5.196292	4.691445
ENSAMEG00000018730	4.708314	4.141163	2.890371
ENSAMEG00000018731	3.862372	4.784671	5.052338
ENSAMEG00000018732	0	0	1.777565
ENSAMEG00000018733	0	0	3.481893
ENSAMEG00000018734	0	0	0
ENSAMEG00000018735	2.156478	0	0.04343256
ENSAMEG00000018736	3.30242	3.89963	2.873742
ENSAMEG00000018737	0.5266287	2.144993	0.7284465
ENSAMEG00000018738	3.218839	4.994743	4.77417
ENSAMEG00000018739	4.408406	4.362407	0
ENSAMEG00000018740	0	1.659404	0
ENSAMEG00000018741	0	0	0
ENSAMEG00000018742	4.836167	6.763929	4.683719
ENSAMEG00000018743	0	0	2.52555
ENSAMEG00000018744	0	0	0
ENSAMEG00000018745	1.116504	1.060566	1.51658
ENSAMEG00000018746	0	0.360235	0.451737
ENSAMEG00000018747	0	0	0.2884507
ENSAMEG00000018748	3.669628	3.261756	0.6540597
ENSAMEG00000018749	0	0	0
ENSAMEG00000018750	0	0.4946388	0.2406135
ENSAMEG00000018751	0.2546714	0.8682632	0.1557466
ENSAMEG00000018752	0.2172369	1.740556	1.651068
ENSAMEG00000018753	0	0.09476953	0.4990596
ENSAMEG00000018754	0	1.851479	1.29617
ENSAMEG00000018755	0	0	0
ENSAMEG00000018756	0.3074122	3.342514	2.166233
ENSAMEG00000018757	7.287472	5.742718	4.262102
ENSAMEG00000018758	0	0	0.0007301233
ENSAMEG00000018759	1.385254	2.781935	3.614839
ENSAMEG00000018760	2.435498	7.334577	5.070866
ENSAMEG00000018761	4.459077	6.623874	6.104978
ENSAMEG00000018762	0	0	0
ENSAMEG00000018763	0	0	0
ENSAMEG00000018764	0.3699622	1.527536	1.090962
ENSAMEG00000018765	0	0	0
ENSAMEG00000018766	0.342037	0.7299582	0.3463976
ENSAMEG00000018767	0	0.4186692	1.112306
ENSAMEG00000018768	0.542264	3.891332	3.330051
ENSAMEG00000018769	2.94246	7.389627	7.531069
ENSAMEG00000018770	0	0	0
ENSAMEG00000018771	0	0.426546	0.1820248
ENSAMEG00000018772	5.428859	0	0.05989612
ENSAMEG00000018773	2.20945	3.673771	2.776824
ENSAMEG00000018774	1.340568	3.978809	3.463099
ENSAMEG00000018775	0	0	0
ENSAMEG00000018776	0	0	0
ENSAMEG00000018777	0	0.3337054	0.1042764
ENSAMEG00000018778	0	0	0
ENSAMEG00000018779	0.9918387	3.279871	0.7939625
ENSAMEG00000018780	0	0	0
ENSAMEG00000018781	0.9819118	2.26323	0.6729593
ENSAMEG00000018782	0	0	11.06737
ENSAMEG00000018783	0	0	0
ENSAMEG00000018784	0	0	0
ENSAMEG00000018785	0	0	1.480239
ENSAMEG00000018786	0	1.433814	0.6271044
ENSAMEG00000018787	0	0.09764909	0
ENSAMEG00000018788	0	0	0
ENSAMEG00000018789	0	0	0
ENSAMEG00000018790	0	0	0.0430586
ENSAMEG00000018791	0	0	0.1507143
ENSAMEG00000018792	0	6.063248	0
ENSAMEG00000018793	0	0	0
ENSAMEG00000018794	0	1.933822	3.04094
ENSAMEG00000018795	0.299744	3.730586	2.099147
ENSAMEG00000018796	0	2.321065	0.8368549
ENSAMEG00000018797	0	0.006845609	0
ENSAMEG00000018798	0.2223792	1.63477	1.02057
ENSAMEG00000018799	5.837131	5.452497	0.4107091
ENSAMEG00000018800	0	0.4192099	0.03890993
ENSAMEG00000018801	0	0	0
ENSAMEG00000018802	0.3528489	2.587826	1.316186
ENSAMEG00000018803	0	0	0
ENSAMEG00000018804	0.117447	1.765704	1.700329
ENSAMEG00000018805	0	0	0
ENSAMEG00000018806	0	0	0
ENSAMEG00000018807	0.9236923	1.884735	1.267949
ENSAMEG00000018808	0	0	0
ENSAMEG00000018809	0	0	0.04137785
ENSAMEG00000018810	0	0.3013617	2.063244
ENSAMEG00000018811	0.2241107	1.728186	0.4123794
ENSAMEG00000018812	1.601349	3.386426	4.09416
ENSAMEG00000018813	0	0.6011117	0.4866464
ENSAMEG00000018814	0	0	4.992782
ENSAMEG00000018815	0.3400666	0.8747002	3.827402
ENSAMEG00000018816	0	0	0.02547323
ENSAMEG00000018817	0.1560147	0	0.1735906
ENSAMEG00000018818	7.416536	7.687831	7.033974
ENSAMEG00000018819	2.620877	4.09296	0.7062998
ENSAMEG00000018820	0.7136281	0	0
ENSAMEG00000018821	0	2.186199	3.695504
ENSAMEG00000018822	1.131049	1.221104	0
ENSAMEG00000018823	2.279442	2.951289	2.924161
ENSAMEG00000018824	0	0.2273098	0
ENSAMEG00000018825	4.234471	5.070651	3.527521
ENSAMEG00000018826	1.20503	0	0.6813188
ENSAMEG00000018827	7.586442	8.419244	5.269935
ENSAMEG00000018828	0	0	0.624493
ENSAMEG00000018829	0	0	0
ENSAMEG00000018830	2.290979	3.123146	1.498767
ENSAMEG00000018831	0	0.1834649	0.05320867
ENSAMEG00000018832	1.993385	3.715322	2.253442
ENSAMEG00000018833	1.272728	2.481529	1.340158
ENSAMEG00000018834	0	0	0
ENSAMEG00000018835	0	1.803698	0.1145471
ENSAMEG00000018836	0.01230372	0.02119685	1.865099
ENSAMEG00000018837	10.56313	9.488621	7.993544
ENSAMEG00000018838	0	2.538774	0
ENSAMEG00000018839	0	1.132557	0
ENSAMEG00000018840	0	0	0
ENSAMEG00000018841	2.814991	4.152378	3.709489
ENSAMEG00000018842	0.6782757	3.981021	3.049028
ENSAMEG00000018843	0	0	0
ENSAMEG00000018844	3.376161	3.696283	1.229637
ENSAMEG00000018845	0	0	0
ENSAMEG00000018846	0	3.325988	3.934064
ENSAMEG00000018847	0.1205977	0	0.353007
ENSAMEG00000018848	0	0	0
ENSAMEG00000018849	0.6804072	2.57719	0.5667986
ENSAMEG00000018850	1.026063	5.26931	7.196804
ENSAMEG00000018851	0	0	0
ENSAMEG00000018852	0.5006491	2.20788	0.4809372
ENSAMEG00000018853	0	0	0
ENSAMEG00000018854	0	0	0
ENSAMEG00000018855	8.16084	7.080349	5.947208
ENSAMEG00000018856	1.477361	1.131517	0
ENSAMEG00000018857	1.104343	1.797901	1.313548
ENSAMEG00000018858	1.705916	3.36817	2.619807
ENSAMEG00000018859	0	0	0.8738715
ENSAMEG00000018860	0	0	0
ENSAMEG00000018861	0	0	0
ENSAMEG00000018862	0	0	0
ENSAMEG00000018863	1.629515	4.107922	3.254137
ENSAMEG00000018864	0.2424891	0.2820554	0
ENSAMEG00000018865	0.04386031	0.1052555	2.177982
ENSAMEG00000018866	0.08415477	2.591742	3.134871
ENSAMEG00000018867	0	0	0.04333848
ENSAMEG00000018868	8.005737	6.744188	6.532738
ENSAMEG00000018869	0.4673922	1.877422	0.1651839
ENSAMEG00000018870	0	1.501113	1.246153
ENSAMEG00000018871	0	0.2013428	0
ENSAMEG00000018872	0	0	0
ENSAMEG00000018873	0	0	0
ENSAMEG00000018874	0	0	0
ENSAMEG00000018875	0.2098563	4.135765	5.827496
ENSAMEG00000018876	0	0.00083568	0
ENSAMEG00000018877	0	0.3404893	0.08747656
ENSAMEG00000018878	0	0	0
ENSAMEG00000018879	0	1.083881	0.4040519
ENSAMEG00000018880	0	0	0
ENSAMEG00000018881	0	0.4260103	0.9626186
ENSAMEG00000018882	4.044141	5.798009	5.100166
ENSAMEG00000018883	0	0	0.08327914
ENSAMEG00000018884	0	0.3350155	2.100621
ENSAMEG00000018885	0	0	2.494718
ENSAMEG00000018886	0.1601393	1.603981	1.130648
ENSAMEG00000018887	0	0	0
ENSAMEG00000018888	0	0.2548214	0.08286524
ENSAMEG00000018889	0	0.09958446	0.1729636
ENSAMEG00000018890	0	0.2676556	0.08181967
ENSAMEG00000018891	0	0.0844781	0
ENSAMEG00000018892	0	2.0651	0
ENSAMEG00000018893	0	1.386154	0
ENSAMEG00000018894	0	0	0
ENSAMEG00000018895	6.921008	9.296666	5.779893
ENSAMEG00000018896	0.09087307	0.07406078	3.451372
ENSAMEG00000018897	0	0	0.1406766
ENSAMEG00000018898	0	0.1850216	0
ENSAMEG00000018899	0	0.2648294	0.1579983
ENSAMEG00000018900	0	0	0
ENSAMEG00000018901	0.04971008	0.1916283	0.06812279
ENSAMEG00000018902	1.282452	2.712292	1.305457
ENSAMEG00000018903	4.088769	5.755294	7.879473
ENSAMEG00000018904	0.1580293	1.412294	0.3239591
ENSAMEG00000018905	0	0.2841007	0
ENSAMEG00000018906	0	0	0
ENSAMEG00000018907	0	0	0.1991377
ENSAMEG00000018908	1.903775	3.37497	0.6052743
ENSAMEG00000018909	7.855554	9.143605	9.788351
ENSAMEG00000018910	0	0	0.2660537
ENSAMEG00000018911	0	0	0
ENSAMEG00000018912	0	0	0.04751005
ENSAMEG00000018913	0	2.846417	0
ENSAMEG00000018914	0	0.3538246	0
ENSAMEG00000018915	0	0	0
ENSAMEG00000018916	0	3.756767	2.562758
ENSAMEG00000018917	0	0	0
ENSAMEG00000018918	0.5115399	3.138346	1.098177
ENSAMEG00000018919	0	0	2.373924
ENSAMEG00000018920	7.0541	10.08923	9.761978
ENSAMEG00000018921	0	0.09747367	0.1755323
ENSAMEG00000018922	0	0	0
ENSAMEG00000018923	0	0.1291941	0.3869787
ENSAMEG00000018924	2.99241	5.177814	3.866226
ENSAMEG00000018925	0.5159132	1.698721	0.966714
ENSAMEG00000018926	0	0	0.5245321
ENSAMEG00000018927	0	0.6963954	2.327716
ENSAMEG00000018928	0	0.1150867	0
ENSAMEG00000018929	4.735278	3.752599	2.575414
ENSAMEG00000018930	0	0	0.09976891
ENSAMEG00000018931	0	1.499777	3.674574
ENSAMEG00000018932	0	0	0
ENSAMEG00000018933	0.5685809	2.386772	1.637035
ENSAMEG00000018934	0.1249759	2.075509	0.9181771
ENSAMEG00000018935	0	0	0
ENSAMEG00000018936	0.8453881	2.360322	1.563788
ENSAMEG00000018937	0	0	0
ENSAMEG00000018938	0	0	0
ENSAMEG00000018939	0	0	0
ENSAMEG00000018940	0.1971004	0.6556101	1.669263
ENSAMEG00000018941	0	0	0.07979028
ENSAMEG00000018942	0	0	0
ENSAMEG00000018943	0	3.774661	0.2874404
ENSAMEG00000018944	0	0	0
ENSAMEG00000018945	0	0	0.1102725
ENSAMEG00000018946	0	0	0.4263453
ENSAMEG00000018947	0	0	0
ENSAMEG00000018948	0	0	0.03329147
ENSAMEG00000018949	0	0	0
ENSAMEG00000018950	0.05834047	3.39447	1.48504
ENSAMEG00000018951	0.04856473	0.5241279	0.09082485
ENSAMEG00000018952	0	0	0
ENSAMEG00000018953	0	0	0.262705
ENSAMEG00000018954	1.148218	0	1.762549
ENSAMEG00000018955	0	0	0.04888288
ENSAMEG00000018956	0	0	0
ENSAMEG00000018957	0	0	0
ENSAMEG00000018958	1.313588	2.197126	2.02645
ENSAMEG00000018959	0	0.8179834	0.05970815
ENSAMEG00000018960	0	0.2280244	1.497454
ENSAMEG00000018961	0.1504661	1.376324	0.4119132
ENSAMEG00000018962	0	2.438245	0
ENSAMEG00000018963	0.1829592	0.4929791	0.2257315
ENSAMEG00000018964	0	0	0
ENSAMEG00000018965	0	0	0.03499926
ENSAMEG00000018966	0	0	0
ENSAMEG00000018967	0	0	0.06288749
ENSAMEG00000018968	0	1.100534	8.774458
ENSAMEG00000018969	0	0.0562464	3.79613
ENSAMEG00000018970	0	0	0.04300343
ENSAMEG00000018971	0	0	2.9132
ENSAMEG00000018972	0	1.719157	7.269024
ENSAMEG00000018973	0	0.3380307	0.03697884
ENSAMEG00000018974	0	0.233655	0.4018926
ENSAMEG00000018975	0	1.539913	0.1166148
ENSAMEG00000018976	1.36703	3.522646	7.115325
ENSAMEG00000018977	0.2625967	0.3678094	0.5938222
ENSAMEG00000018978	0	0	0
ENSAMEG00000018979	0	0	4.296303
ENSAMEG00000018980	0	0	3.25961
ENSAMEG00000018981	1.756285	0	0
ENSAMEG00000018982	0	0	0
ENSAMEG00000018983	5.560709	6.758543	6.560163
ENSAMEG00000018984	0	0.09625349	0.04046043
ENSAMEG00000018985	0	0	1.411931
ENSAMEG00000018986	0	0.1577862	0.1143857
ENSAMEG00000018987	3.739557	4.403397	4.071771
ENSAMEG00000018988	0	0	0
ENSAMEG00000018989	0.1116088	0.09444878	2.960762
ENSAMEG00000018990	0	1.454523	4.85601
ENSAMEG00000018991	0	3.611279	1.836571
ENSAMEG00000018992	0	0	0.2679324
ENSAMEG00000018993	0	0	0
ENSAMEG00000018994	0.4092834	2.611527	3.130195
ENSAMEG00000018995	5.228765	1.843618	4.604226
ENSAMEG00000018996	0	0	1.478749
ENSAMEG00000018997	0	0.2540401	0
ENSAMEG00000018998	0	0	1.956309e-08
ENSAMEG00000018999	0.5632626	3.978818	3.027166
ENSAMEG00000019000	0	0	0
ENSAMEG00000019001	0	1.224182	0
ENSAMEG00000019002	0	0.1343876	2.943085
ENSAMEG00000019003	3.407625	5.355478	5.781905
ENSAMEG00000019004	0	0	0
ENSAMEG00000019005	0	0.09721906	0.03996025
ENSAMEG00000019006	0	0	0.8105953
ENSAMEG00000019007	0	0.7202452	1.506216
ENSAMEG00000019008	0	3.429212	1.187907
ENSAMEG00000019009	0	0.6400036	0
ENSAMEG00000019010	0	0	0
ENSAMEG00000019011	0	0	4.234018
ENSAMEG00000019012	5.76594	7.71018	4.276333
ENSAMEG00000019013	0	0	0
ENSAMEG00000019014	4.505161	6.894478	4.283181
ENSAMEG00000019015	0	0	0
ENSAMEG00000019016	0	0	0.8105953
ENSAMEG00000019017	0.1499084	1.117961	1.833546
ENSAMEG00000019018	0	0	0
ENSAMEG00000019019	0	0.3656489	0.6379283
ENSAMEG00000019020	0	0	0.6949764
ENSAMEG00000019021	0	1.42254	0
ENSAMEG00000019022	0	0	0.1218806
ENSAMEG00000019023	0.3765271	3.105641	1.248541
ENSAMEG00000019024	0	0	0
ENSAMEG00000019025	0.3276874	3.391282	1.57287
ENSAMEG00000019026	0.7951169	3.850839	2.178186
ENSAMEG00000019027	0	0	0
ENSAMEG00000019028	0	0	0
ENSAMEG00000019029	0	0.135341	0
ENSAMEG00000019030	0	3.511304	1.180943
ENSAMEG00000019031	0	0.4261681	1.002724
ENSAMEG00000019032	2.793877	2.768665	1.118891
ENSAMEG00000019033	0	0	0
ENSAMEG00000019034	0	0.5000504	1.806691
ENSAMEG00000019035	0	0	0
ENSAMEG00000019036	0	0	0
ENSAMEG00000019037	0.984138	6.151504	2.426726
ENSAMEG00000019038	0	0	0
ENSAMEG00000019039	0.1251132	0.4505171	0.3891461
ENSAMEG00000019040	0	2.104836	1.523943
ENSAMEG00000019041	0	0.1062932	0
ENSAMEG00000019042	0	6.666174	3.052162
ENSAMEG00000019043	0	0	0.4046252
ENSAMEG00000019044	0	0	0
ENSAMEG00000019045	3.341688	4.993249	2.208402
ENSAMEG00000019046	0	0.09774845	0
ENSAMEG00000019047	0	0	0
ENSAMEG00000019048	0	0.6078336	0
ENSAMEG00000019049	0	0	0
ENSAMEG00000019050	0	0	0
ENSAMEG00000019051	0	1.294341	0
ENSAMEG00000019052	0.298812	1.698063	0.9114308
ENSAMEG00000019053	1.354909	2.462806	2.147613
ENSAMEG00000019054	5.507617	5.76241	4.359774
ENSAMEG00000019055	0	0	0
ENSAMEG00000019056	0	0	0
ENSAMEG00000019057	0	2.226098	0
ENSAMEG00000019058	0	0	0.08109388
ENSAMEG00000019059	4.864879	1.063192	0.4720905
ENSAMEG00000019060	0	0.6580286	1.11284
ENSAMEG00000019061	1.345572	3.922312	3.372589
ENSAMEG00000019062	1.607432	2.860828	8.977432
ENSAMEG00000019063	0	0	0
ENSAMEG00000019064	0	1.256353	1.836268
ENSAMEG00000019065	0	0	2.439703
ENSAMEG00000019066	0	0	0
ENSAMEG00000019067	0	0	0.09548091
ENSAMEG00000019068	0	0	0
ENSAMEG00000019069	0.696739	1.906029	1.988765
ENSAMEG00000019070	0	0	0
ENSAMEG00000019071	0.306723	1.143322	0.7338229
ENSAMEG00000019072	0	0	0
ENSAMEG00000019073	0	1.989233	3.889035
ENSAMEG00000019074	0	3.974043	1.864473
ENSAMEG00000019075	0.4553906	2.592579	0.7702599
ENSAMEG00000019076	0	0	2.521877
ENSAMEG00000019077	0	0.06928586	3.357849
ENSAMEG00000019078	0	0	2.92724
ENSAMEG00000019079	0	0.4646599	0.04432739
ENSAMEG00000019080	2.926607	5.303207	3.289212
ENSAMEG00000019081	4.249779	7.296779	7.575645
ENSAMEG00000019082	0	0	0.2417389
ENSAMEG00000019083	1.537599	1.617369	1.837669
ENSAMEG00000019084	2.005547	5.752516	4.427861
ENSAMEG00000019085	0	1.020065	0.20096
ENSAMEG00000019086	0	0	0
